DD:MM:YYYY,hh:mm:ss,�C,�C,n/a
Date,Time,TemperatureSensor:0.tempValue,TemperatureSensor:1.tempValue,OpenCloseSensor:0.stateOpenClose
18.03.2020,11:21:51,41.18,4,0
18.03.2020,11:21:53,41.18,3.9,0
18.03.2020,11:21:55,41.18,4,0
18.03.2020,11:21:56,41.18,4,0
18.03.2020,11:21:58,41.18,4,0
18.03.2020,11:22:00,41.18,4,0
18.03.2020,11:22:02,41.18,4,0
18.03.2020,11:22:03,41.18,4,0
18.03.2020,11:22:05,41.18,4,0
18.03.2020,11:22:07,41.18,4,0
18.03.2020,11:22:08,41.18,4,0
18.03.2020,11:22:10,41.18,4,0
18.03.2020,11:22:12,41.18,4,0
18.03.2020,11:22:14,41.18,4,0
18.03.2020,11:22:15,41.18,4,0
18.03.2020,11:22:17,41.18,4,0
18.03.2020,11:22:19,41.18,4,0
18.03.2020,11:22:20,41.18,4,0
18.03.2020,11:22:22,41.18,4,0
18.03.2020,11:22:24,41.18,4,0
18.03.2020,11:22:25,41.18,4,0
18.03.2020,11:22:27,41.18,4,0
18.03.2020,11:22:29,41.18,4,0
18.03.2020,11:22:31,41.18,4,0
18.03.2020,11:22:32,41.18,4,0
18.03.2020,11:22:34,41.18,4,0
18.03.2020,11:22:36,41.18,4,0
18.03.2020,11:22:37,41.18,4,0
18.03.2020,11:22:39,41.18,4,0
18.03.2020,11:22:41,41.18,4,0
18.03.2020,11:22:43,41.18,4,0
18.03.2020,11:22:44,41.18,4,0
18.03.2020,11:22:46,41.18,4,0
18.03.2020,11:22:48,41.18,4,0
18.03.2020,11:22:49,41.18,4,0
18.03.2020,11:22:51,41.18,4,0
18.03.2020,11:22:53,41.18,4,0
18.03.2020,11:22:54,41.18,4,0
18.03.2020,11:22:56,41.18,4,0
18.03.2020,11:22:58,41.18,4,0
18.03.2020,11:23:00,41.18,4,0
18.03.2020,11:23:01,41.18,4,0
18.03.2020,11:23:03,41.18,4,0
18.03.2020,11:23:05,41.18,4,0
18.03.2020,11:23:06,41.18,4,0
18.03.2020,11:23:08,41.18,4,0
18.03.2020,11:23:10,41.18,4,0
18.03.2020,11:23:11,41.18,4,0
18.03.2020,11:23:13,41.18,4,0
18.03.2020,11:23:15,41.18,4,0
18.03.2020,11:23:17,41.18,4,0
18.03.2020,11:23:18,41.18,4,0
18.03.2020,11:23:20,41.18,4,0
18.03.2020,11:23:22,41.18,4,0
18.03.2020,11:23:23,41.18,4,0
18.03.2020,11:23:25,41.18,4,0
18.03.2020,11:23:27,41.18,4,0
18.03.2020,11:23:29,41.18,4,0
18.03.2020,11:23:30,41.18,4,0
18.03.2020,11:23:32,41.18,4,0
18.03.2020,11:23:34,41.18,4,0
18.03.2020,11:23:35,41.18,4,0
18.03.2020,11:23:37,41.18,4,0
18.03.2020,11:23:39,41.18,4,0
18.03.2020,11:23:40,41.18,4,0
18.03.2020,11:23:42,41.18,4,0
18.03.2020,11:23:44,41.18,4,0
18.03.2020,11:23:46,41.18,4,0
18.03.2020,11:23:47,41.18,4,0
18.03.2020,11:23:49,41.18,4,0
18.03.2020,11:23:51,41.18,3.9,0
18.03.2020,11:23:52,41.18,4,0
18.03.2020,11:23:54,41.18,4,0
18.03.2020,11:23:56,41.18,4,0
18.03.2020,11:23:58,41.18,4,0
18.03.2020,11:23:59,41.18,3.9,0
18.03.2020,11:24:01,41.18,4,0
18.03.2020,11:24:03,41.18,4,0
18.03.2020,11:24:04,41.18,4,0
18.03.2020,11:24:06,41.18,4,0
18.03.2020,11:24:08,41.18,4,0
18.03.2020,11:24:09,41.18,4,0
18.03.2020,11:24:11,41.18,4,0
18.03.2020,11:24:13,41.18,4,0
18.03.2020,11:24:15,41.18,4,0
18.03.2020,11:24:16,41.18,4,0
18.03.2020,11:24:18,41.18,4,0
18.03.2020,11:24:20,41.18,4,0
18.03.2020,11:24:21,41.18,4,0
18.03.2020,11:24:23,41.18,4,0
18.03.2020,11:24:25,41.18,3.9,0
18.03.2020,11:24:26,41.18,3.9,0
18.03.2020,11:24:28,41.18,4,0
18.03.2020,11:24:30,41.18,4,0
18.03.2020,11:24:32,41.18,4,0
18.03.2020,11:24:33,41.18,4,0
18.03.2020,11:24:35,41.18,3.9,0
18.03.2020,11:24:37,41.18,4,0
18.03.2020,11:24:38,41.18,4,0
18.03.2020,11:24:40,41.18,4,0
18.03.2020,11:24:42,41.18,4,0
18.03.2020,11:24:44,41.18,4,0
18.03.2020,11:24:45,41.18,4,0
18.03.2020,11:24:47,41.18,4,0
18.03.2020,11:24:49,41.18,4,0
18.03.2020,11:24:50,41.18,4,0
18.03.2020,11:24:52,41.18,4,0
18.03.2020,11:24:54,41.18,4,0
18.03.2020,11:24:56,41.18,4,1
18.03.2020,11:24:57,41.18,4,1
18.03.2020,11:24:59,41.18,4,1
18.03.2020,11:25:01,41.18,3.9,1
18.03.2020,11:25:03,41.18,4,0
18.03.2020,11:25:04,41.18,4,0
18.03.2020,11:25:06,41.18,4,0
18.03.2020,11:25:08,41.18,4,0
18.03.2020,11:25:09,41.18,4,0
18.03.2020,11:25:11,41.18,4,0
18.03.2020,11:25:13,41.18,4,0
18.03.2020,11:25:14,41.18,4,0
18.03.2020,11:25:16,41.18,4,0
18.03.2020,11:25:18,41.18,4,0
18.03.2020,11:25:20,41.18,4,0
18.03.2020,11:25:21,41.18,4,0
18.03.2020,11:25:23,41.18,4,0
18.03.2020,11:25:25,41.18,4,0
18.03.2020,11:25:26,41.18,4,0
18.03.2020,11:25:28,41.18,4,0
18.03.2020,11:25:30,41.18,4,0
18.03.2020,11:25:32,41.18,4,0
18.03.2020,11:25:33,41.18,4,0
18.03.2020,11:25:35,41.18,4,0
18.03.2020,11:25:37,41.18,4,0
18.03.2020,11:25:38,41.18,4,0
18.03.2020,11:25:40,41.18,4,0
18.03.2020,11:25:42,41.18,4,0
18.03.2020,11:25:43,41.18,4.3,0
18.03.2020,11:25:45,41.18,7.8,0
18.03.2020,11:25:47,41.18,7.9,0
18.03.2020,11:25:49,41.18,7.9,0
18.03.2020,11:25:50,41.18,7.9,0
18.03.2020,11:25:52,41.18,7.9,0
18.03.2020,11:25:54,41.18,7.9,0
18.03.2020,11:25:55,41.18,8.5,0
18.03.2020,11:25:57,41.18,8.9,0
18.03.2020,11:25:59,41.18,8.9,0
18.03.2020,11:26:01,41.18,8.9,0
18.03.2020,11:26:02,41.18,8.9,0
18.03.2020,11:26:04,41.18,8.9,0
18.03.2020,11:26:06,41.18,8.9,0
18.03.2020,11:26:07,41.18,8.9,0
18.03.2020,11:26:08,0,8.9,0
18.03.2020,11:26:09,0,8.9,0
18.03.2020,11:26:11,0,8.9,0
18.03.2020,11:26:13,0,8.9,0
18.03.2020,11:26:15,0,8.9,0
18.03.2020,11:26:16,0,8.9,0
18.03.2020,11:26:18,0,8.9,0
18.03.2020,11:26:20,0,9,0
18.03.2020,11:26:22,0,8.9,0
18.03.2020,11:26:23,0,8.9,0
18.03.2020,11:26:25,0,8.9,0
18.03.2020,11:26:27,0,8.9,0
18.03.2020,11:26:28,0,8.9,0
18.03.2020,11:26:30,0,8.9,0
18.03.2020,11:26:32,0,8.9,0
18.03.2020,11:26:34,0,8.9,0
18.03.2020,11:26:36,0,8.9,0
18.03.2020,11:26:37,0,8.9,0
18.03.2020,11:26:39,0,8.9,0
18.03.2020,11:26:41,0,8.9,0
18.03.2020,11:26:43,0,8.9,0
18.03.2020,11:26:44,0,8.9,0
18.03.2020,11:26:46,0,8.9,0
18.03.2020,11:26:48,0,8.9,0
18.03.2020,11:26:49,0,8.9,0
18.03.2020,11:26:51,0,8.9,0
18.03.2020,11:26:53,0,8.9,0
18.03.2020,11:26:55,0,8.9,0
18.03.2020,11:26:56,0,8.9,0
18.03.2020,11:26:58,0,8.9,0
18.03.2020,11:27:00,0,8.9,0
18.03.2020,11:27:01,0,8.9,0
18.03.2020,11:27:03,0,8.9,0
18.03.2020,11:27:05,0,8.9,0
18.03.2020,11:27:06,0,8.9,0
18.03.2020,11:27:08,0,8.9,0
18.03.2020,11:27:10,0,8.9,0
18.03.2020,11:27:12,0,8.9,0
18.03.2020,11:27:13,0,8.9,0
18.03.2020,11:27:15,0,8.9,0
18.03.2020,11:27:17,0,8.9,0
18.03.2020,11:27:18,0,8.9,0
18.03.2020,11:27:20,0,8.9,0
18.03.2020,11:27:22,0,8.9,0
18.03.2020,11:27:23,0,8.9,0
18.03.2020,11:27:25,0,8.9,0
18.03.2020,11:27:27,0,8.9,0
18.03.2020,11:27:29,0,8.9,0
18.03.2020,11:27:30,0,8.9,0
18.03.2020,11:27:32,0,8.9,0
18.03.2020,11:27:34,0,8.9,0
18.03.2020,11:27:35,0,8.9,0
18.03.2020,11:27:37,0,8.9,0
18.03.2020,11:27:39,0,8.9,0
18.03.2020,11:27:41,0,8.9,0
18.03.2020,11:27:42,0,8.9,0
18.03.2020,11:27:44,0,8.9,0
18.03.2020,11:27:46,0,8.9,0
18.03.2020,11:27:47,0,8.9,0
18.03.2020,11:27:49,0,8.9,0
18.03.2020,11:27:51,0,8.9,0
18.03.2020,11:27:53,0,8.9,0
18.03.2020,11:27:54,0,8.9,0
18.03.2020,11:27:56,0,8.9,0
18.03.2020,11:27:58,0,8.9,0
18.03.2020,11:28:00,0,8.9,0
18.03.2020,11:28:02,0,8.9,0
18.03.2020,11:28:03,0,8.9,0
18.03.2020,11:28:05,0,8.9,0
18.03.2020,11:28:07,0,8.9,0
18.03.2020,11:28:08,0,9,0
18.03.2020,11:28:10,0,8.9,0
18.03.2020,11:28:12,0,8.9,0
18.03.2020,11:28:14,0,8.9,0
18.03.2020,11:28:15,0,8.9,0
18.03.2020,11:28:17,0,8.9,0
18.03.2020,11:28:19,0,8.9,0
18.03.2020,11:28:21,0,8.9,0
18.03.2020,11:28:22,0,8.9,0
18.03.2020,11:28:24,0,8.9,0
18.03.2020,11:28:25,0,8.9,0
18.03.2020,11:28:26,0,8.9,0
18.03.2020,11:28:27,0,8.9,0
18.03.2020,11:28:29,0,8.9,0
18.03.2020,11:28:31,0,8.9,0
18.03.2020,11:28:33,0,8.9,0
18.03.2020,11:28:34,0,8.9,0
18.03.2020,11:28:36,0,8.9,0
18.03.2020,11:28:38,0,8.9,0
18.03.2020,11:28:39,0,8.9,0
18.03.2020,11:28:41,0,8.9,0
18.03.2020,11:28:43,0,8.9,0
18.03.2020,11:28:45,0,8.9,0
18.03.2020,11:28:46,41.07,8.9,0
18.03.2020,11:28:48,41.07,8.9,0
18.03.2020,11:28:50,41.07,8.9,0
18.03.2020,11:28:51,41.07,8.9,0
18.03.2020,11:28:53,41.07,8.9,0
18.03.2020,11:28:55,41.07,8.9,0
18.03.2020,11:28:56,41.07,8.9,0
18.03.2020,11:28:58,41.07,8.9,0
18.03.2020,11:29:00,41.07,8.9,0
18.03.2020,11:29:02,41.07,8.9,0
18.03.2020,11:29:03,41.07,8.9,0
18.03.2020,11:29:05,41.07,8.9,0
18.03.2020,11:29:07,41.07,8.9,0
18.03.2020,11:29:08,41.07,8.9,0
18.03.2020,11:29:10,41.07,8.9,0
18.03.2020,11:29:12,41.07,8.9,0
18.03.2020,11:29:13,41.07,8.9,0
18.03.2020,11:29:15,41.07,8.9,0
18.03.2020,11:29:17,41.07,8.9,0
18.03.2020,11:29:19,41.07,8.9,0
18.03.2020,11:29:20,41.07,8.9,0
18.03.2020,11:29:22,41.07,8.9,0
18.03.2020,11:29:24,41.07,8.9,0
18.03.2020,11:29:25,41.07,8.9,0
18.03.2020,11:29:27,41.07,8.9,0
18.03.2020,11:29:29,41.07,8.9,0
18.03.2020,11:29:31,41.07,8.9,0
18.03.2020,11:29:32,41.07,8.9,0
18.03.2020,11:29:34,41.07,8.9,0
18.03.2020,11:29:36,41.07,8.9,0
18.03.2020,11:29:37,40.77,8.9,0
18.03.2020,11:29:39,41.05,8.9,0
18.03.2020,11:29:41,41.05,8.9,0
18.03.2020,11:29:42,41.05,3.7,0
18.03.2020,11:29:44,40.75,2.9,0
18.03.2020,11:29:46,40.75,2.9,0
18.03.2020,11:29:48,40.75,2.9,0
18.03.2020,11:29:49,40.75,2.9,0
18.03.2020,11:29:51,40.75,2.9,0
18.03.2020,11:29:53,40.75,2.9,0
18.03.2020,11:29:54,40.75,2.9,0
18.03.2020,11:29:56,40.75,2.9,0
18.03.2020,11:29:58,40.75,2.9,0
18.03.2020,11:30:00,40.75,2.9,0
18.03.2020,11:30:01,40.75,2.9,0
18.03.2020,11:30:03,40.75,2.9,0
18.03.2020,11:30:05,40.75,4,0
18.03.2020,11:30:06,40.75,4,0
18.03.2020,11:30:08,40.75,4,0
18.03.2020,11:30:10,41.01,4,0
18.03.2020,11:30:11,40.74,4,0
18.03.2020,11:30:13,40.74,4,0
18.03.2020,11:30:15,40.74,4,0
18.03.2020,11:30:17,40.74,4,0
18.03.2020,11:30:18,40.74,4,0
18.03.2020,11:30:20,40.74,4,0
18.03.2020,11:30:22,40.74,3.9,0
18.03.2020,11:30:23,40.74,4,0
18.03.2020,11:30:25,40.74,4,0
18.03.2020,11:30:27,40.74,4,0
18.03.2020,11:30:28,40.74,4,0
18.03.2020,11:30:30,40.74,4,0
18.03.2020,11:30:32,40.74,4,0
18.03.2020,11:30:34,40.74,4,0
18.03.2020,11:30:35,40.74,4,0
18.03.2020,11:30:37,40.74,4,0
18.03.2020,11:30:39,40.74,4,0
18.03.2020,11:30:40,40.74,4,0
18.03.2020,11:30:42,40.74,4,0
18.03.2020,11:30:44,40.74,4,0
18.03.2020,11:30:46,40.74,4,0
18.03.2020,11:30:47,40.74,4,0
18.03.2020,11:30:49,40.74,4,0
18.03.2020,11:30:51,40.74,4,0
18.03.2020,11:30:52,40.74,4,0
18.03.2020,11:30:54,40.74,4,0
18.03.2020,11:30:56,40.74,4,0
18.03.2020,11:30:57,40.74,4,0
18.03.2020,11:30:59,40.74,4,0
18.03.2020,11:31:01,40.74,4,0
18.03.2020,11:31:03,40.74,4,0
18.03.2020,11:31:04,40.74,4,0
18.03.2020,11:31:06,40.74,4,0
18.03.2020,11:31:08,40.74,4,0
18.03.2020,11:31:09,40.74,4,0
18.03.2020,11:31:11,40.74,4,0
18.03.2020,11:31:13,40.74,4,0
18.03.2020,11:31:14,40.74,4,0
18.03.2020,11:31:16,40.74,4,0
18.03.2020,11:31:18,40.74,4,0
18.03.2020,11:31:20,40.74,4,0
18.03.2020,11:31:21,40.74,4,0
18.03.2020,11:31:23,40.74,4,0
18.03.2020,11:31:25,40.74,4,0
18.03.2020,11:31:26,40.74,4,0
18.03.2020,11:31:28,40.74,4,0
18.03.2020,11:31:30,40.74,4,0
18.03.2020,11:31:32,40.74,4,0
18.03.2020,11:31:33,40.74,4,0
18.03.2020,11:31:35,40.74,4,0
18.03.2020,11:31:37,40.74,4,0
18.03.2020,11:31:38,40.74,4,0
18.03.2020,11:31:40,40.74,4,0
18.03.2020,11:31:42,40.74,4,0
18.03.2020,11:31:43,40.74,4,0
18.03.2020,11:31:45,40.74,4,0
18.03.2020,11:31:47,40.74,3.9,0
18.03.2020,11:31:49,40.74,4,0
18.03.2020,11:31:50,40.74,4,0
18.03.2020,11:31:52,40.74,4,0
18.03.2020,11:31:54,40.74,4,0
18.03.2020,11:31:55,40.74,4,0
18.03.2020,11:31:57,40.74,4,0
18.03.2020,11:31:59,40.74,4,0
18.03.2020,11:32:01,40.74,4,0
18.03.2020,11:32:02,40.74,4,0
18.03.2020,11:32:04,40.74,4,0
18.03.2020,11:32:06,40.74,4,0
18.03.2020,11:32:07,40.74,4,0
18.03.2020,11:32:09,40.74,4,0
18.03.2020,11:32:11,40.74,4,0
18.03.2020,11:32:12,40.74,3.9,0
18.03.2020,11:32:14,40.74,4,0
18.03.2020,11:32:16,40.74,4,0
18.03.2020,11:32:18,40.74,4,0
18.03.2020,11:32:19,40.74,4,0
18.03.2020,11:32:21,40.74,4,0
18.03.2020,11:32:23,40.74,4,0
18.03.2020,11:32:24,40.74,4,0
18.03.2020,11:32:26,40.74,4,0
18.03.2020,11:32:28,40.74,4,0
18.03.2020,11:32:29,40.74,4,0
18.03.2020,11:32:31,40.74,4,0
18.03.2020,11:32:33,40.74,4,0
18.03.2020,11:32:35,40.74,4,0
18.03.2020,11:32:36,40.74,4,0
18.03.2020,11:32:38,40.74,4,0
18.03.2020,11:32:40,40.74,3.9,0
18.03.2020,11:32:41,40.74,4,0
18.03.2020,11:32:43,40.74,4,0
18.03.2020,11:32:45,40.74,4,0
18.03.2020,11:32:47,40.74,4,0
18.03.2020,11:32:48,40.74,4,0
18.03.2020,11:32:50,40.74,4,0
18.03.2020,11:32:52,40.74,4,0
18.03.2020,11:32:53,40.74,4,0
18.03.2020,11:32:55,40.74,4,0
18.03.2020,11:32:57,40.74,4,0
18.03.2020,11:32:58,40.74,4,0
18.03.2020,11:33:00,40.74,4,0
18.03.2020,11:33:02,40.74,4,0
18.03.2020,11:33:04,40.74,4,0
18.03.2020,11:33:05,40.64,4,0
18.03.2020,11:33:07,40.64,4,0
18.03.2020,11:33:09,40.64,4,0
18.03.2020,11:33:10,40.64,4,0
18.03.2020,11:33:12,40.64,4,0
18.03.2020,11:33:14,40.64,4,0
18.03.2020,11:33:16,40.64,4,0
18.03.2020,11:33:17,40.64,4,0
18.03.2020,11:33:19,40.64,4,0
18.03.2020,11:33:21,40.64,4,0
18.03.2020,11:33:22,40.64,4,0
18.03.2020,11:33:24,40.64,3.9,0
18.03.2020,11:33:26,40.64,4,0
18.03.2020,11:33:27,40.64,4,0
18.03.2020,11:33:29,40.64,4,0
18.03.2020,11:33:31,40.64,4,0
18.03.2020,11:33:33,40.64,4,0
18.03.2020,11:33:34,40.64,4,0
18.03.2020,11:33:36,40.64,4,0
18.03.2020,11:33:38,40.64,4,0
18.03.2020,11:33:39,40.64,4,0
18.03.2020,11:33:41,40.64,4,0
18.03.2020,11:33:43,40.64,4,0
18.03.2020,11:33:44,40.64,4,0
18.03.2020,11:33:46,40.64,4,0
18.03.2020,11:33:48,40.64,4,0
18.03.2020,11:33:50,40.64,4,0
18.03.2020,11:33:51,40.64,4,0
18.03.2020,11:33:53,40.64,4,0
18.03.2020,11:33:55,40.64,4,0
18.03.2020,11:33:56,40.64,4,0
18.03.2020,11:33:58,40.64,4,0
18.03.2020,11:34:00,40.64,4,0
18.03.2020,11:34:02,40.64,4,0
18.03.2020,11:34:03,40.64,4,0
18.03.2020,11:34:05,40.64,4,0
18.03.2020,11:34:07,40.64,4,0
18.03.2020,11:34:08,40.64,4,0
18.03.2020,11:34:10,40.64,4,0
18.03.2020,11:34:12,40.64,4,0
18.03.2020,11:34:13,40.64,4,0
18.03.2020,11:34:15,40.64,4,0
18.03.2020,11:34:17,40.64,4,0
18.03.2020,11:34:19,40.64,4,0
18.03.2020,11:34:20,40.64,4,0
18.03.2020,11:34:22,40.64,4,0
18.03.2020,11:34:24,40.64,4,0
18.03.2020,11:34:25,40.64,4,0
18.03.2020,11:34:27,40.64,4,0
18.03.2020,11:34:29,40.64,4,0
18.03.2020,11:34:30,40.64,4,0
18.03.2020,11:34:32,40.64,4,0
18.03.2020,11:34:34,40.64,4,0
18.03.2020,11:34:36,40.64,4,0
18.03.2020,11:34:37,40.64,3.9,0
18.03.2020,11:34:39,40.64,4,0
18.03.2020,11:34:41,40.64,4,0
18.03.2020,11:34:42,40.64,4,0
18.03.2020,11:34:44,40.64,4,0
18.03.2020,11:34:46,40.64,4,0
18.03.2020,11:34:48,40.64,4,0
18.03.2020,11:34:49,40.64,4,0
18.03.2020,11:34:51,40.64,4,0
18.03.2020,11:34:53,40.64,4,0
18.03.2020,11:34:54,40.64,4,0
18.03.2020,11:34:55,0,4,0
18.03.2020,11:34:57,0,4,0
18.03.2020,11:34:58,0,4,0
18.03.2020,11:35:00,40.54,4,0
18.03.2020,11:35:02,40.54,4,0
18.03.2020,11:35:04,40.54,4,0
18.03.2020,11:35:06,40.54,4,0
18.03.2020,11:35:07,40.54,4,0
18.03.2020,11:35:09,40.54,4,0
18.03.2020,11:35:11,40.54,4,0
18.03.2020,11:35:13,40.54,4,0
18.03.2020,11:35:14,40.54,4,0
18.03.2020,11:35:16,40.54,4,0
18.03.2020,11:35:18,40.54,4,0
18.03.2020,11:35:19,40.54,4,0
18.03.2020,11:35:21,40.54,4,0
18.03.2020,11:35:23,40.54,4,0
18.03.2020,11:35:25,40.54,4,0
18.03.2020,11:35:27,40.54,4,0
18.03.2020,11:35:28,40.54,4,0
18.03.2020,11:35:30,40.54,4,0
18.03.2020,11:35:32,40.54,4,0
18.03.2020,11:35:34,40.54,4,0
18.03.2020,11:35:36,40.54,4,0
18.03.2020,11:35:38,40.54,4,0
18.03.2020,11:35:39,40.54,4,0
18.03.2020,11:35:41,40.54,4,0
18.03.2020,11:35:43,40.54,4,0
18.03.2020,11:35:44,40.54,4,0
18.03.2020,11:35:46,40.54,4,0
18.03.2020,11:35:48,40.54,4,0
18.03.2020,11:35:50,40.54,4,0
18.03.2020,11:35:52,40.54,4,0
18.03.2020,11:35:54,40.54,4,0
18.03.2020,11:35:55,40.54,4,0
18.03.2020,11:35:57,40.54,4,0
18.03.2020,11:35:59,40.44,4,0
18.03.2020,11:36:01,40.44,4,0
18.03.2020,11:36:02,40.44,4,0
18.03.2020,11:36:04,40.44,4,0
18.03.2020,11:36:06,40.44,4,0
18.03.2020,11:36:07,40.44,4,0
18.03.2020,11:36:09,40.44,4,0
18.03.2020,11:36:11,40.44,4,0
18.03.2020,11:36:12,40.44,4,0
18.03.2020,11:36:14,40.44,4,0
18.03.2020,11:36:16,40.44,4,0
18.03.2020,11:36:18,40.44,4,0
18.03.2020,11:36:19,40.44,4,0
18.03.2020,11:36:21,40.44,4,0
18.03.2020,11:36:23,40.44,4,0
18.03.2020,11:36:24,40.44,4,0
18.03.2020,11:36:26,40.44,4,0
18.03.2020,11:36:28,40.44,4,0
18.03.2020,11:36:29,40.44,4,0
18.03.2020,11:36:31,40.44,4,0
18.03.2020,11:36:33,40.44,4,0
18.03.2020,11:36:35,40.44,4,0
18.03.2020,11:36:37,40.44,4,0
18.03.2020,11:36:38,40.44,4,0
18.03.2020,11:36:40,40.44,4,0
18.03.2020,11:36:42,40.44,4,0
18.03.2020,11:36:44,40.44,4,0
18.03.2020,11:36:45,0,4,0
18.03.2020,11:36:46,0,4,0
18.03.2020,11:36:47,0,4,0
18.03.2020,11:36:49,0,4,0
18.03.2020,11:36:51,0,4,0
18.03.2020,11:36:53,0,4,0
18.03.2020,11:36:54,0,4,0
18.03.2020,11:36:56,0,4,0
18.03.2020,11:36:58,0,4,0
18.03.2020,11:36:59,0,4,0
18.03.2020,11:37:01,0,4,0
18.03.2020,11:37:03,0,4,0
18.03.2020,11:37:05,0,4,0
18.03.2020,11:37:06,0,4,0
18.03.2020,11:37:08,0,4,0
18.03.2020,11:37:10,0,4,0
18.03.2020,11:37:11,0,3.9,0
18.03.2020,11:37:13,0,4,0
18.03.2020,11:37:15,0,4,0
18.03.2020,11:37:16,0,4,0
18.03.2020,11:37:18,0,4,0
18.03.2020,11:37:20,0,4,0
18.03.2020,11:37:22,0,4,0
18.03.2020,11:37:23,0,4,0
18.03.2020,11:37:25,0,4,0
18.03.2020,11:37:27,0,4,0
18.03.2020,11:37:28,0,4,0
18.03.2020,11:37:30,0,4,0
18.03.2020,11:37:32,0,4,0
18.03.2020,11:37:33,0,4,0
18.03.2020,11:37:35,0,4,0
18.03.2020,11:37:37,0,4,0
18.03.2020,11:37:39,0,4,0
18.03.2020,11:37:40,0,4,0
18.03.2020,11:37:42,0,4,0
18.03.2020,11:37:44,40.32,4,0
18.03.2020,11:37:45,40.32,4,0
18.03.2020,11:37:47,40.32,4,0
18.03.2020,11:37:49,40.32,4,0
18.03.2020,11:37:51,40.32,4,0
18.03.2020,11:37:52,40.32,4,0
18.03.2020,11:37:54,40.32,4,0
18.03.2020,11:37:56,40.32,4,0
18.03.2020,11:37:57,40.32,4,0
18.03.2020,11:37:59,40.32,4,0
18.03.2020,11:38:01,40.32,4,0
18.03.2020,11:38:02,40.32,4,0
18.03.2020,11:38:04,40.32,4,0
18.03.2020,11:38:06,40.32,4,0
18.03.2020,11:38:08,40.32,4,0
18.03.2020,11:38:09,40.32,4,0
18.03.2020,11:38:11,40.32,4,0
18.03.2020,11:38:13,40.32,4,0
18.03.2020,11:38:14,40.32,4,0
18.03.2020,11:38:16,40.32,3.9,0
18.03.2020,11:38:18,40.32,4,0
18.03.2020,11:38:19,40.32,4,0
18.03.2020,11:38:21,40.32,4,0
18.03.2020,11:38:23,40.32,4,0
18.03.2020,11:38:25,40.32,4,0
18.03.2020,11:38:26,40.32,4,0
18.03.2020,11:38:28,40.32,4,0
18.03.2020,11:38:29,0,4,0
18.03.2020,11:38:31,0,4,0
18.03.2020,11:38:33,0,4,0
18.03.2020,11:38:34,0,3.9,0
18.03.2020,11:38:36,0,4,0
18.03.2020,11:38:38,0,4,0
18.03.2020,11:38:40,0,4,0
18.03.2020,11:38:41,0,4,0
18.03.2020,11:38:43,0,4,0
18.03.2020,11:38:45,0,4,0
18.03.2020,11:38:46,0,4,0
18.03.2020,11:38:48,0,4,0
18.03.2020,11:38:50,0,4,0
18.03.2020,11:38:51,0,4,0
18.03.2020,11:38:53,0,4,0
18.03.2020,11:38:55,0,4,0
18.03.2020,11:38:57,0,4,0
18.03.2020,11:38:58,0,4,0
18.03.2020,11:39:00,0,4,0
18.03.2020,11:39:02,0,4,0
18.03.2020,11:39:03,0,4,0
18.03.2020,11:39:05,0,4,0
18.03.2020,11:39:07,0,4,0
18.03.2020,11:39:08,0,4,0
18.03.2020,11:39:10,0,4,0
18.03.2020,11:39:12,0,4,0
18.03.2020,11:39:14,0,4,0
18.03.2020,11:39:15,0,3.9,0
18.03.2020,11:39:17,0,3.8,0
18.03.2020,11:39:19,0,3.8,0
18.03.2020,11:39:20,0,3.9,0
18.03.2020,11:39:22,0,3.8,0
18.03.2020,11:39:24,0,3.9,0
18.03.2020,11:39:26,0,3.9,0
18.03.2020,11:39:27,0,3.9,0
18.03.2020,11:39:29,0,3.9,0
18.03.2020,11:39:31,0,3.9,0
18.03.2020,11:39:32,0,3.9,0
18.03.2020,11:39:34,0,3.9,0
18.03.2020,11:39:36,0,3.9,0
18.03.2020,11:39:37,0,3.9,0
18.03.2020,11:39:39,0,3.9,0
18.03.2020,11:39:41,0,3.9,0
18.03.2020,11:39:43,0,3.9,0
18.03.2020,11:39:44,0,3.9,0
18.03.2020,11:39:46,0,3.8,0
18.03.2020,11:39:48,0,3.8,0
18.03.2020,11:39:49,0,3.8,0
18.03.2020,11:39:51,0,3.9,0
18.03.2020,11:39:53,0,3.9,0
18.03.2020,11:39:54,0,3.8,0
18.03.2020,11:39:56,0,3.9,0
18.03.2020,11:39:58,0,3.9,0
18.03.2020,11:40:00,0,3.9,0
18.03.2020,11:40:01,0,3.9,0
18.03.2020,11:40:03,0,3.8,0
18.03.2020,11:40:05,0,3.9,0
18.03.2020,11:40:06,0,3.9,0
18.03.2020,11:40:08,0,3.9,0
18.03.2020,11:40:10,0,3.8,0
18.03.2020,11:40:12,0,3.9,0
18.03.2020,11:40:13,0,3.9,0
18.03.2020,11:40:15,0,3.8,0
18.03.2020,11:40:17,0,3.8,0
18.03.2020,11:40:18,0,3.9,0
18.03.2020,11:40:20,0,3.9,0
18.03.2020,11:40:22,0,3.9,0
18.03.2020,11:40:23,0,3.9,0
18.03.2020,11:40:25,0,3.9,0
18.03.2020,11:40:27,0,3.8,0
18.03.2020,11:40:29,0,3.9,0
18.03.2020,11:40:30,0,3.9,0
18.03.2020,11:40:32,0,3.8,0
18.03.2020,11:40:34,0,3.9,0
18.03.2020,11:40:35,0,3.9,0
