DD:MM:YYYY,hh:mm:ss,n/a,n/a,°C,n/a,n/a,°C,n/a,n/a,n/a,n/a,n/a
Date,Time,FU:0.valueCompressorSpeed,FU:0.valueCondenserFanSpeed,FU:0.valueAmbientSensor,FU:0.stateCoolingSwitching,FU:0.stateCoolingSwitchingRequest,Zone:0.valueAirSensor,Zone:0.valueLightDimLevel,Zone:0.stateZone,Zone:1.stateZone,Zone:0.stateDoor,Zone:1.stateDoor
20.03.2020,10:48:47,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:48:49,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:48:50,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:48:52,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:48:54,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:48:55,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:48:57,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:48:59,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:01,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:49:02,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:49:04,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:06,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:07,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:49:09,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:11,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:12,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:14,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:16,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:18,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:19,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:21,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:23,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:49:24,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:49:26,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:28,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:30,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:31,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:33,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:35,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:36,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:38,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:40,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:41,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:49:43,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:45,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:49:47,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:48,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:50,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:52,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:53,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:55,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:49:57,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:49:58,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:00,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:02,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:04,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:05,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:07,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:09,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:10,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:12,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:14,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:16,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:17,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:19,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:21,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:22,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:24,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:26,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:27,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:29,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:31,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:33,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:34,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:36,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:38,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:39,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:41,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:43,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:45,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:46,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:48,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:50,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:51,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:53,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:55,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:50:56,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:50:58,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:00,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:02,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:04,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:06,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:08,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:09,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:11,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:51:13,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:14,0,2000,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:16,0,2000,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:51:18,0,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:20,0,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:21,0,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:23,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:25,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:27,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:28,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:30,1537,1590,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:51:32,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:33,1537,1590,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:51:35,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:37,1537,1590,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:51:39,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:40,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:42,1537,1590,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:51:44,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:45,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:47,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:49,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:50,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:52,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:54,1537,1590,25,0,3,11.1,11,1,0,0,0
20.03.2020,10:51:56,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:57,1537,1590,25,0,3,11,11,1,0,0,0
20.03.2020,10:51:59,1537,1590,25,0,1,11,11,1,0,0,0
20.03.2020,10:52:01,1537,1590,25,0,1,11,11,1,0,0,0
20.03.2020,10:52:03,1537,1590,25,0,2,11.1,11,1,0,0,0
20.03.2020,10:52:05,1537,1590,25,0,2,11.1,11,1,0,0,0
20.03.2020,10:52:06,1537,1590,25,0,2,11.1,11,1,0,0,0
20.03.2020,10:52:08,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:10,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:11,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:13,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:15,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:17,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:18,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:20,1537,1590,25,0,2,11.1,11,1,0,0,0
20.03.2020,10:52:22,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:23,1537,1590,25,0,2,11,11,1,0,0,0
20.03.2020,10:52:24,0,0,0,0,0,0,0,1,0,0,0
20.03.2020,10:52:24,0,0,25,0,0,11,51,1,0,0,0
20.03.2020,10:52:26,0,0,25,0,0,11,51,1,0,0,0
20.03.2020,10:52:28,0,0,25,0,0,11.1,51,1,0,0,0
20.03.2020,10:52:30,0,0,25,0,0,11,51,1,0,0,0
20.03.2020,10:52:31,0,0,25,0,0,11.1,51,1,0,0,0
20.03.2020,10:52:33,0,0,25,0,0,11,51,1,0,0,0
20.03.2020,10:52:35,0,0,25,0,0,11,51,1,0,0,0
20.03.2020,10:52:37,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:38,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:40,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:42,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:52:44,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:45,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:52:47,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:49,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:52:50,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:52,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:54,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:55,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:52:57,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:52:59,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:01,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:02,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:04,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:06,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:07,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:09,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:11,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:13,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:14,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:16,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:18,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:19,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:21,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:23,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:24,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:26,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:28,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:30,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:31,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:33,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:35,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:36,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:38,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:40,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:42,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:43,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:45,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:47,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:48,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:50,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:52,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:53:53,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:55,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:57,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:53:59,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:00,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:02,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:04,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:05,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:07,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:09,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:10,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:12,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:14,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:16,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:17,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:19,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:21,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:22,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:24,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:26,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:28,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:29,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:31,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:33,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:34,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:36,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:38,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:39,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:41,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:43,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:45,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:46,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:48,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:50,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:51,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:53,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:55,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:54:57,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:54:58,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:00,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:02,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:03,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:05,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:07,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:08,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:10,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:12,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:14,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:15,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:17,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:19,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:20,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:22,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:24,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:26,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:27,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:29,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:31,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:32,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:34,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:36,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:37,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:39,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:41,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:43,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:44,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:46,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:48,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:49,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:51,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:53,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:55:55,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:56,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:55:58,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:00,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:01,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:03,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:05,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:06,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:08,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:10,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:12,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:13,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:15,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:17,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:18,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:20,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:22,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:24,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:25,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:27,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:29,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:30,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:32,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:34,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:35,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:37,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:39,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:41,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:42,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:44,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:46,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:47,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:49,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:51,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:53,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:54,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:56,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:56:58,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:56:59,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:01,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:03,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:04,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:06,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:08,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:10,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:11,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:13,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:15,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:16,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:18,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:20,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:22,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:23,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:25,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:27,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:28,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:30,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:32,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:33,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:35,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:37,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:39,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:40,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:42,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:44,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:45,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:47,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:49,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:50,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:52,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:54,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:56,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:57:57,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:57:59,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:01,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:02,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:04,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:06,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:08,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:09,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:11,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:13,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:14,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:16,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:18,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:19,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:21,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:23,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:25,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:26,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:28,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:30,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:31,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:33,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:35,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:37,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:38,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:40,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:42,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:43,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:45,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:47,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:48,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:50,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:52,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:58:54,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:55,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:57,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:58:59,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:00,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:02,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:04,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:06,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:07,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:09,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:11,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:12,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:14,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:16,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:17,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:19,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:21,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:23,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:24,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:26,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:28,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:29,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:31,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:33,0,0,25,0,0,11,54,1,0,0,0
