DD:MM:YYYY,hh:mm:ss,n/a,n/a,°C,n/a,n/a,°C,n/a,n/a,n/a,n/a,n/a
Date,Time,FU:0.valueCompressorSpeed,FU:0.valueCondenserFanSpeed,FU:0.valueAmbientSensor,FU:0.stateCoolingSwitching,FU:0.stateCoolingSwitchingRequest,Zone:0.valueAirSensor,Zone:0.valueLightDimLevel,Zone:0.stateZone,Zone:1.stateZone,Zone:0.stateDoor,Zone:1.stateDoor
20.03.2020,10:59:35,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:36,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:38,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:40,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:41,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:43,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:45,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:46,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:48,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:50,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:52,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:53,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:55,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,10:59:57,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,10:59:58,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:00,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:02,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:04,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:05,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:07,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:09,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:10,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:12,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:14,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:15,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:17,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:19,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:21,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:22,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:24,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:26,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:27,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:29,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:31,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:33,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:34,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:36,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:38,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:39,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:41,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:43,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:44,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:46,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:48,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:00:50,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:51,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:53,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:55,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:56,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:00:58,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:00,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:01,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:03,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:05,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:07,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:08,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:10,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:12,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:13,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:15,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:17,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:19,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:20,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:22,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:24,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:25,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:27,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:29,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:30,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:32,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:34,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:36,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:37,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:39,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:41,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:42,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:44,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:46,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:48,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:49,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:51,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:53,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:54,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:56,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:01:58,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:01:59,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:01,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:03,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:05,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:06,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:08,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:10,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:11,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:13,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:15,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:17,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:18,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:20,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:22,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:23,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:25,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:27,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:28,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:30,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:32,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:34,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:35,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:37,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:39,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:40,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:42,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:44,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:46,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:47,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:49,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:51,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:52,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:54,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:56,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:02:57,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:02:59,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:01,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:03,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:04,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:06,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:08,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:09,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:11,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:13,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:15,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:16,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:18,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:20,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:21,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:23,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:25,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:26,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:28,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:30,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:32,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:33,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:35,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:37,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:38,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:40,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:42,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:44,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:45,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:47,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:49,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:50,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:52,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:54,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:55,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:03:57,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:03:59,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:01,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:02,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:04,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:06,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:07,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:09,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:11,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:13,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:14,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:16,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:18,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:19,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:21,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:23,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:24,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:26,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:28,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:30,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:31,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:33,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:35,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:36,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:38,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:40,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:42,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:43,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:45,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:47,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:48,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:50,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:52,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:53,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:55,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:04:57,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:04:59,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:00,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:02,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:04,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:05,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:07,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:09,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:10,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:12,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:14,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:16,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:17,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:19,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:21,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:22,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:24,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:26,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:28,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:29,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:31,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:33,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:34,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:36,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:38,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:39,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:41,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:43,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:45,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:05:46,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:05:48,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:05:50,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:05:52,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:05:54,0,0,25,0,3,11,54,1,0,0,0
20.03.2020,11:05:55,0,0,25,0,3,11,54,1,0,0,0
20.03.2020,11:05:57,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:05:59,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:06:01,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:06:02,0,0,25,0,1,11,54,1,0,0,0
20.03.2020,11:06:04,0,0,25,0,1,11.1,54,1,0,0,0
20.03.2020,11:06:06,0,0,25,0,1,11,54,1,0,0,0
20.03.2020,11:06:08,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:06:09,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:06:11,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:06:13,0,0,25,0,1,11.1,54,1,0,0,0
20.03.2020,11:06:15,0,0,25,0,1,11,54,1,0,0,0
20.03.2020,11:06:16,0,0,25,0,1,11,54,1,0,0,0
20.03.2020,11:06:18,0,0,25,0,1,11.1,54,1,0,0,0
20.03.2020,11:06:20,0,0,25,0,1,11.1,54,1,0,0,0
20.03.2020,11:06:22,0,0,25,0,1,11,54,1,0,0,0
20.03.2020,11:06:23,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:06:25,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:06:27,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:06:29,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:06:30,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:06:32,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:06:34,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:06:36,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:06:37,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:06:39,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:06:41,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:06:43,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:06:45,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:06:46,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:06:48,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:06:50,0,0,25,0,0,11.1,54,1,0,0,0
20.03.2020,11:06:51,0,0,25,0,0,11,54,1,0,0,0
20.03.2020,11:06:53,0,0,25,0,1,11,54,1,0,0,0
20.03.2020,11:06:55,0,0,25,0,1,11.1,54,1,0,0,0
20.03.2020,11:06:57,0,0,25,0,1,11.1,54,1,0,0,0
20.03.2020,11:06:59,0,0,25,0,1,11,54,1,0,0,0
20.03.2020,11:07:00,0,0,25,0,1,11.1,54,1,0,0,0
20.03.2020,11:07:02,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:07:04,0,0,25,0,3,11.1,54,1,0,0,0
20.03.2020,11:07:05,0,0,25,0,3,11,54,1,0,0,0
20.03.2020,11:07:07,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:09,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:11,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:12,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:14,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:16,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:18,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:19,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:21,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:23,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:24,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:26,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:28,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:29,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:31,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:33,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:35,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:36,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:38,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:40,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:41,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:43,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:45,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:47,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:48,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:50,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:52,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:53,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:55,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:07:57,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:07:59,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:08:00,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:08:02,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:08:04,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:08:06,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:08:08,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:08:09,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:08:11,0,0,25,0,2,11.1,54,1,0,0,0
20.03.2020,11:08:13,0,0,25,0,2,11,54,1,0,0,0
20.03.2020,11:08:15,0,0,25,0,2,11.1,48,1,0,0,0
20.03.2020,11:08:17,0,0,25,0,2,11.1,48,1,0,0,0
20.03.2020,11:08:18,0,0,25,0,2,11.1,48,1,0,0,0
20.03.2020,11:08:20,0,0,25,0,2,11.1,48,1,0,0,0
20.03.2020,11:08:22,0,0,25,0,2,11,48,1,0,0,0
20.03.2020,11:08:24,0,0,25,0,2,11.1,48,1,0,0,0
20.03.2020,11:08:26,0,0,25,0,3,11,48,1,0,0,0
20.03.2020,11:08:27,0,0,25,0,3,11.1,48,1,0,0,0
20.03.2020,11:08:29,0,0,25,0,3,11.1,48,1,0,0,0
20.03.2020,11:08:31,0,0,25,0,1,11,48,1,0,0,0
20.03.2020,11:08:33,0,0,25,0,1,11.1,48,1,0,0,0
20.03.2020,11:08:34,0,0,25,0,1,11,48,1,0,0,0
20.03.2020,11:08:36,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:08:38,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:08:40,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:08:41,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:08:43,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:08:45,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:08:47,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:08:48,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:08:50,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:08:52,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:08:53,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:08:55,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:08:57,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:08:58,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:00,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:02,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:04,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:05,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:07,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:09,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:10,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:12,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:14,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:16,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:17,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:19,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:21,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:22,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:24,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:26,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:27,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:29,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:31,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:33,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:34,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:36,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:38,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:39,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:41,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:43,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:44,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:46,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:48,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:09:50,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:51,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:53,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:55,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:56,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:09:58,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:00,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:02,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:03,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:05,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:07,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:08,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:10,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:12,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:13,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:15,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:17,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:19,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:20,0,0,25,0,0,11.1,48,1,0,0,0
20.03.2020,11:10:22,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:24,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:25,0,0,25,0,0,11,48,1,0,0,0
20.03.2020,11:10:27,0,0,25,0,0,11.1,48,1,0,0,0
