DD:MM:YYYY,hh:mm:ss,°C,°C,°C,°C,°C,°C,°C,n/a,n/a,n/a,n/a,V,V,n/a,n/a,n/a,n/a
Date,Time,FU:0.valueAmbientSensor,Zone:0.valueAirSensor,Zone:1.valueAirSensor,Zone:0.valueEvaporatorSensor,Zone:1.valueEvaporatorSensor,Zone:0.valueBioSensor,Zone:1.valueBioSensor,Zone:0.stateDoor,Zone:1.stateDoor,Zone:0.stateDoorAlarm,Zone:1.stateDoorAlarm,Zone:0.valueFanSpeed,Zone:1.valueFanSpeed,Zone:0.valueLightDimLevel,Zone:0.stateZone,Zone:1.stateZone,Zone:0.stateDefrostHeaterRequest
20.03.2020,14:19:36,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:37,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:39,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:41,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:42,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:44,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:46,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:47,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:49,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:51,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:52,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:54,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:56,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:57,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:19:59,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:01,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:02,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:04,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:06,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:07,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:09,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:11,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:12,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:14,25,15.1,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:16,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:17,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:19,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:21,25,15,-15,0,-18.2,18,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:22,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:24,25,15,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:26,25,15,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:27,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:29,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:31,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:32,25,15.1,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:34,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:36,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:38,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:39,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:41,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:43,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:44,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:46,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:48,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:49,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:51,25,15,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:53,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:54,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:56,25,15,-15,0,-18.2,18,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:58,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:20:59,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:01,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:03,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:04,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:06,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:08,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:09,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:11,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:13,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:14,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:16,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:18,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:19,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:21,25,15,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:23,25,15,-15,0,-18.2,18,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:24,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:26,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:28,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:29,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:31,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:33,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:35,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:36,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:38,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:40,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:41,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:43,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:45,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:46,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:48,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:50,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:52,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:53,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:55,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:57,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:21:58,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:00,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:02,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:03,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:05,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:07,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:08,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:10,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:12,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:13,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:15,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:17,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:18,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:20,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:22,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:23,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:25,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:27,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:28,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:30,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:32,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:33,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:35,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:37,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:38,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:40,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:42,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:43,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:45,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:47,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:48,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:50,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:52,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:53,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:55,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:57,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:22:59,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:00,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:02,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:04,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:05,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:07,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:09,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:10,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:12,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:14,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:15,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:17,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:19,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:20,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:22,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:24,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:25,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:27,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:29,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:30,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:32,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:34,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:35,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:37,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:39,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:40,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:42,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:44,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:45,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:47,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:49,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:50,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:52,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:54,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:55,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:57,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:23:59,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:01,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:02,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:04,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:06,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:07,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:09,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:11,25,15.1,-15,0,-18.2,18,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:12,25,15.1,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:14,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:16,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:17,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:19,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:21,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:22,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:24,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:26,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:27,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:29,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:31,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:32,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:34,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:36,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:37,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:39,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:41,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:42,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:44,25,15,-15,0,-18.2,18,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:46,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:47,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:49,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:51,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:52,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:54,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:56,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:57,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:24:59,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:01,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:02,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:04,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:06,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:08,25,15,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:09,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:11,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:13,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:14,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:16,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:18,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:19,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:21,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:23,25,15,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:24,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:26,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:28,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:29,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:31,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:33,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:34,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:36,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:38,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:39,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:41,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:43,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:44,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:46,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:48,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:49,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:51,25,15,-15,0,-18.1,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:53,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:54,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:56,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:58,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:25:59,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:01,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:03,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:04,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:06,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:08,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:10,25,15.1,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:11,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:13,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:15,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:16,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:18,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:20,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:21,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:23,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:25,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:26,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:28,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:30,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:31,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:33,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:35,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:36,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:38,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:40,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:41,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:43,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
20.03.2020,14:26:45,25,15,-15,0,-18.2,17.9,0,0,0,0,0,0,0,0,0,0,0
